S.No.,Zone,Circle,Division,Substation,FeederBay,EnergyMeterSerialNo,InterfaceType,Month,Year,Import Energy(Transmission),Export Energy(Transmission),Name of Distribution S/S and/or 33kv and above Consumer feeder,Receipt Energy for Month,Name of Distribution Division,Name of Distribution Discom
184,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S KASHGANJ,33 kV Soro Feeder,XG 485957,T-D,July,2024,0,0,,,,
185,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),KFCL-I,UPP69602,T-D,July,2024,0,23260.99,,,,
186,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),KFCL-II,UPP69604,T-D,July,2024,0,19878.91,,,,
187,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),ARMAPUR-I,UP-4197A,T-D,July,2024,3.36,5085.79,,,,
188,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),ARMAPUR-II,UP-4202A,T-D,July,2024,6.77,47999.42,,,,
189,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-1,UP070473,T-D,July,2024,0,2725.8,FAZAL GANJ,7514.52,GUMTI,KESCO
190,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-2,UPP26084,T-D,July,2024,0,2501.28,GIRDHAR COLD STORAGE,1556.28,GUMTI,KESCO
191,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-3,UP070474,T-D,July,2024,0,2733.36,NANKARI,2541.08,KALYANPUR,KESCO
,,,,,,,,,,,,BARA SIROHI,4757,KALYANPUR,KESCO
193,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-4,UPP26081,T-D,July,2024,0,4788.72,FAZAL GANJ,7514.52,GUMTI,KESCO
,,,,,,,,,,,,GIRDHAR COLD STORAGE,1556.28,GUMTI,KESCO
195,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-5,UPP26082,T-D,July,2024,0,2880.6,KALYANPUR,5440.32,KALYANPUR,KESCO
196,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-6,UP070476,T-D,July,2024,0,4120.2,RATANPUR,4381.2,RATANPUR,KESCO
197,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-7,UPP26080,T-D,July,2024,0,0,B BLOCK PANKI,6323.54,RATANPUR,KESCO
198,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-8,UP070477,T-D,July,2024,0,596.4,,,,
199,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-9,UP070469,T-D,July,2024,0,5427.84,KALPI ROAD,945,GUMTI,KESCO
,,,,,,,,,,,,DARSHANPURWA,5427.84,GUMTI,KESCO
201,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-10,UP070468,T-D,July,2024,0,5545.56,CHAUBEPUR ASIDE_24429,5545.56,EDD II CHAUBEYPUR,DAKSHINANCHAL
202,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),G-11,UPP26083,T-D,July,2024,0,4392.36,SHASTRI NAGAR,5918.28,RATANPUR,KESCO
203,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),RPH-I,UP070475,T-D,July,2024,0,2206.92,SHASTRI NAGAR,5918.28,RATANPUR,KESCO
,,,,,,,,,,,,NAMAK FACTORY,7111.76,SARVODAYA NAGAR,KESCO
205,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),RPH-II,UPP26085,T-D,July,2024,0,3536.88,GANGA BAIRAJ,3089.4,NAWABGANJ,KESCO
,,,,,,,,,,,,ZOO,693.56,NAWABGANJ,KESCO
,,,,,,,,,,,,IIPR,142,KALYANPUR,KESCO
208,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),NAVEEN NANAR,UP 070471,T-D,July,2024,0,4781.52,NAVEEN NAGAR,4805.52,SARVODAYA NAGAR,KESCO
,,,,,,,,,,,,RTO,5290.7,SARVODAYA NAGAR,KESCO
210,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),HARIOM IND.,Q0506017,T-D,July,2024,0,0,,,,
,,,,,,,,,,,,,,,
212,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),IIT,UP 070470,T-D,July,2024,0,0,,,,
,,,,,,,,,,,,,,,
214,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),BILHAUR,UP 1157A,T-D,July,2024,0,2618.76,CHAUBEPUR_24428,3302,EDD II CHAUBEYPUR,DAKSHINANCHAL
215,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),PSIT,UPP26091,T-D,July,2024,0,235.26,,,,
216,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),RANIA.,UP 1058 A,T-D,July,2024,0,8457.24,SACHENDI_24808,8162.64,EDD I KANPUR,DAKSHINANCHAL
217,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),ISPATNAGAR,KAB04562,T-D,July,2024,0,35.4,,,,
218,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),KESHAV PURAM-I,KAB 04569,T-D,July,2024,0,0,KESHAVPURAM,8036.12,KALYANPUR,KESCO
,,,,,,,,,,,,MAHABALIPURAM,2331,KALYANPUR,KESCO
,,,,,,,,,,,,AMBEDKARPURAM,3161,KALYANPUR,KESCO
,,,,,,,,,,,,KESHAVPURAM,8036.12,KALYANPUR,KESCO
,,,,,,,,,,,,MAHABALIPURAM,2331,KALYANPUR,KESCO
,,,,,,,,,,,,AMBEDKARPURAM,3161,KALYANPUR,KESCO
224,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),KESHAV PURAM-II,KAB 04562,T-D,July,2024,0,3471.2,IIPR,142,KALYANPUR,KESCO
,,,,,,,,,,,,KESHAVPURAM,8036.12,KALYANPUR,KESCO
,,,,,,,,,,,,MAHABALIPURAM,2331,KALYANPUR,KESCO
,,,,,,,,,,,,AMBEDKARPURAM,3161,KALYANPUR,KESCO
228,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S BITHOOR,33 KV MANDHANA,TN900565,T-D,July,2024,0,0,MANDHNA_24652,3420.16,EDD II CHAUBEYPUR,DAKSHINANCHAL
229,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S BITHOOR,33 KV BITHOOR,TN900562,T-D,July,2024,0,0,BITHOOR,2114.2,VIKAS NAGAR,KESCO
230,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S BITHOOR,33 KV DAYANAND VIHAAR,TN900564,T-D,July,2024,0,0,DAYANAND VIHAR,4836.28,VIKAS NAGAR,KESCO
,,,,,,,,,,,,SINGHPUR,2002,VIKAS NAGAR,KESCO
232,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S BITHOOR,33 KV ALIMCO,UP4274A,T-D,July,2024,0,0,,,,
233,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S BITHOOR,33 KV GANGA BAIRAAJ-I,TN900563,T-D,July,2024,0,0,,,,
234,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S BITHOOR,33 KV GANGA BAIRAAJ-II,TN900557,T-D,July,2024,0,0,CSA,2213.43,NAWABGANJ,KESCO
235,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S BITHOOR,33 KV M.P.E.COLLEGE,TN900560,T-D,July,2024,0,0,,,,
236,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S BITHOOR,33 KV SINGHPUR,TN900559,T-D,July,2024,0,0,BITHOOR,2114.2,VIKAS NAGAR,KESCO
,,,,,,,,,,,,SINGHPUR,2002,VIKAS NAGAR,KESCO
238,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S BITHOOR,33 KV A.SIDE CHAUBEYPUR,Y0197536,T-D,July,2024,0,0,GADHEWA_24477,1131.6,EDD II CHAUBEYPUR,DAKSHINANCHAL
239,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S BITHOOR,33 KV SPIPIC FOOD,TN900558,T-D,July,2024,0,0,,,,
240,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S BITHOOR,33 KV SANDILA,Y0197532,T-D,July,2024,0,0,SANDILA_24830,365.2,EDD II CHAUBEYPUR,DAKSHINANCHAL
241,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S BITHOOR,33 KV KESA COLONY,YO197534,T-D,July,2024,0,0,VIKAS NAGAR,4848.52,VIKAS NAGAR,KESCO
,,,,,,,,,,,,KESA COLONY,3231.39,VIKAS NAGAR,KESCO
243,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S BITHOOR,33 KV NRI CITY,X11741189,T-D,July,2024,0,0,,,,
244,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S BITHOOR,220 KV BITHOOR -KANPUR METRO CKT-I,X1230955,T-D,July,2024,0,0,,,,
245,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S BITHOOR,220 KV BITHOOR -KANPUR METRO CKT-II,UP5077-A,T-D,July,2024,0,0,,,,
246,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S BITHOOR,33 KV JACK BUS FEEDER,X1174190,T-D,July,2024,0,0,,,,
247,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S SIKANDRA,33 KV SIKANDRA RURAL,12091339,T-D,July,2024,0,0,SIKANDRA_24944,2207.4,EDD PUKHRAYAN,DAKSHINANCHAL
,,,,,,,,,,,,SIKANDRA_24944,2207.4,EDD PUKHRAYAN,DAKSHINANCHAL
249,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S SIKANDRA,33 KV SANDALPUR,12091321,T-D,July,2024,0,0,SANDALPUR_24829,2782.68,EDD PUKHRAYAN,DAKSHINANCHAL
,,,,,,,,,,,,SANDALPUR_24829,2782.68,EDD PUKHRAYAN,DAKSHINANCHAL
251,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S SIKANDRA,33 KV MANGALPUR,12091375,T-D,July,2024,0,0,MANGALPUR_24653,1235.52,EDD PUKHRAYAN,DAKSHINANCHAL
,,,,,,,,,,,,MANGALPUR_24653,1235.52,EDD PUKHRAYAN,DAKSHINANCHAL
253,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S SIKANDRA,33 KV JAFERPUR,12091368,T-D,July,2024,0,0,JAFARAPUR_24530,472.08,EDD PUKHRAYAN,DAKSHINANCHAL
,,,,,,,,,,,,JAFARAPUR_24530,472.08,EDD PUKHRAYAN,DAKSHINANCHAL
255,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S SIKANDRA,33 KV SIKANDRA TOWN,12091343,T-D,July,2024,0,0,SIKANDRA TEHSIL_22722,867.28,EDD PUKHRAYAN,DAKSHINANCHAL
,,,,,,,,,,,,SIKANDRA TEHSIL_22722,867.28,EDD PUKHRAYAN,DAKSHINANCHAL
257,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S SIKANDRA,33 KV DERAPUR,12091347,T-D,July,2024,0,0,DERAPUR_24448,2508.83,EDD KANPUR DEHAT,DAKSHINANCHAL
,,,,,,,,,,,,DERAPUR TEHSIL_22219,393.81,EDD KANPUR DEHAT,DAKSHINANCHAL
,,,,,,,,,,,,DERAPUR_24448,2508.83,EDD KANPUR DEHAT,DAKSHINANCHAL
,,,,,,,,,,,,DERAPUR TEHSIL_22219,393.81,EDD KANPUR DEHAT,DAKSHINANCHAL
261,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S SIKANDRA,33 KV AMRAHAT CKT I,12091357,T-D,July,2024,0,0,,,,
,,,,,,,,,,,,,,,
263,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S SIKANDRA,33 KV AMRAHAT CKT II,12091335,T-D,July,2024,0,0,,,,
,,,,,,,,,,,,,,,
265,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S SIKANDRA,33 KV JACK BUS,12091352,T-D,July,2024,0,0,,,,
266,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SADABAD,33 KV SADABAD-2 FEEDER,7007976,T-D,July,2024,0,4326,SADABAD-II (JATAI ROAD)_20204,4321,EDD IV HATHRAS,DAKSHINANCHAL
267,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SADABAD,33 KV SADABAD-1 FEEDER,13192280,T-D,July,2024,0,5532,SADABAD-I_20064,5530,EDD IV HATHRAS,DAKSHINANCHAL
268,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SADABAD,33 KV GEEGLA FEEDER,13192268,T-D,July,2024,0,3826,GEEGLA_24489,2034,EDD IV HATHRAS,DAKSHINANCHAL
,,,,,,,,,,,,BEDAI_24365,477,EDD IV HATHRAS,DAKSHINANCHAL
,,,,,,,,,,,,GUTHERA_24504,1310,EDD IV HATHRAS,DAKSHINANCHAL
271,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SADABAD,33 KV ANWAL KHERA FEEDER,7007964,T-D,July,2024,0,1324,SEMRA_24941,1324,EDD ETMADPUR,DAKSHINANCHAL
272,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SADABAD,33 KV BISAWER FEEDER,13192298,T-D,July,2024,0,2180,AIDALPUR_24289,1444,EDD IV HATHRAS,DAKSHINANCHAL
,,,,,,,,,,,,PIPRAMAI_24772,732,EDD IV HATHRAS,DAKSHINANCHAL
274,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SADABAD,33 KV BUS COUPLER 1,13192245,T-D,July,2024,0,0,,,,
275,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SADABAD,33 KV BUS COUPLER 2,KAU07972,T-D,July,2024,0,7648,,,,
276,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SADABAD,SAHPAU FEEDER,13192259,T-D,July,2024,0,0,SAHPAU_22672,5559,EDD IV HATHRAS,DAKSHINANCHAL
,,,,,,,,,,,,UGHAI_24909,2564,EDD IV HATHRAS,DAKSHINANCHAL
278,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SADABAD,33 KV MAI FEEDER,KAU07959,T-D,July,2024,0,3586,MAI_24644,2618,EDD IV HATHRAS,DAKSHINANCHAL
,,,,,,,,,,,,NANAU_24704,964,EDD IV HATHRAS,DAKSHINANCHAL
280,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SASNI,33 KV NOUHATI,X1484864,T-D,July,2024,0,660,NOHTI_24728,656,EDD I ALIGARH,DAKSHINANCHAL
281,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SASNI,33 KV TRANS. BUS COUPLER,4937812,T-D,July,2024,0,66,,,,
282,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SASNI,33 KV TEHSIL HEAD QUARTER,4977782,T-D,July,2024,0,1216,TEHSEEL_24896,1216,EDD III HATHRAS,DAKSHINANCHAL
283,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SASNI,33 KV SASNI -1,X1215185,T-D,July,2024,0,5696,SASNI_22699,5478,EDD III HATHRAS,DAKSHINANCHAL
,,,,,,,,,,,,SASNI-II (CHOUNDA)_24845,1840,EDD III HATHRAS,DAKSHINANCHAL
285,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SASNI,33 KV KOMRI,X1196570,T-D,July,2024,0,5010,BIRRA_24401,1671,EDD III HATHRAS,DAKSHINANCHAL
286,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SASNI,33 KV BILKHORA,X1215225,T-D,July,2024,0,3138,MADRAK_24636,2392,EDD I ALIGARH,DAKSHINANCHAL
,,,,,,,,,,,,BILKHORA_24398,726,EDD III HATHRAS,DAKSHINANCHAL
288,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SASNI,33KV BALAJI,9577867,T-D,July,2024,0,1332200.4,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
291,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SASNI,33 KV SASNI -2,X1196553,T-D,July,2024,0,3152,BASAI BASGOI_24359,1177,EDD III HATHRAS,DAKSHINANCHAL
292,SOUTH-WEST,ETC Mathura,ETD Mathura,220KV S/S MATH,33 KV Feeder Managarhi,XC477508,T-D,July,2024,0,2910,MANAGARI_24651,2910,EDD MATH,DAKSHINANCHAL
293,SOUTH-WEST,ETC Mathura,ETD Mathura,220KV S/S MATH,33 KV Feeder Sakatpur,XC477504,T-D,July,2024,0,1538,SAKATPUR_24824,1538,EDD MATH,DAKSHINANCHAL
294,SOUTH-WEST,ETC Mathura,ETD Mathura,220KV S/S MATH,33 KV Feeder Naujheel Line,XC477505,T-D,July,2024,0,0,NAUJHEEL_24712,6080,EDD MATH,DAKSHINANCHAL
295,SOUTH-WEST,ETC Mathura,ETD Mathura,220KV S/S MATH,33 KV Feeder Naujheel Link Line,XC447503,T-D,July,2024,0,6080,,,,
296,SOUTH-WEST,ETC Mathura,ETD Mathura,220KV S/S MATH,33 KV Pachehra,XC477499,T-D,July,2024,0,1492,BAJNA_22083,2571,EDD MATH,DAKSHINANCHAL
297,SOUTH-WEST,ETC Mathura,ETD Mathura,220KV S/S MATH,33 KV Feeder TBC,XC477506,T-D,July,2024,0,0,,,,
298,SOUTH-WEST,ETC Mathura,ETD Mathura,220KV S/S MATH,33 KV Bajna,XC477502,T-D,July,2024,0,0,,,,
299,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,40MVA T/F -1st,UP0128A,T-D,July,2024,0,9440.88,,,,
300,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,40 MVA T/F-2nd,UP1651A,T-D,July,2024,0,10130.64,,,,
301,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,33KV SUJIPURA,X1484935,T-D,July,2024,0,1375.2,SUJIPURA_24881,2248,EDD II ETAWAH,DAKSHINANCHAL
302,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,33KV EKDIL,X1484849,T-D,July,2024,0,0,,,,
303,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,33KV NIBARIKALA,X1484936,T-D,July,2024,0,1943.6,NIWARI KALA_24725,994,EDD II ETAWAH,DAKSHINANCHAL
304,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,33KV MAHEWA,X1484850,T-D,July,2024,0,2983.6,MAHEWA_24640,2474,EDD II ETAWAH,DAKSHINANCHAL
305,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,33KV SAHAMO,X1484846,T-D,July,2024,0,764.4,SAMHO (KATHMAU)_24827,764,EDD II ETAWAH,DAKSHINANCHAL
306,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,33KV JACK BUS,X1484853,T-D,July,2024,0,873.2,,,,
307,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,33KV BHARTHANA,X1484844,T-D,July,2024,0,4948.8,BHARTHANA_20106,4949,EDD II ETAWAH,DAKSHINANCHAL
308,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,33KV GAURAPURA,X1484862,T-D,July,2024,0,3006.8,CHITBHAWAN (GAURAPURA)_24440,3006,EDD II ETAWAH,DAKSHINANCHAL
309,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,33KV KUSHNA,UPP40488,T-D,July,2024,0,1206.6,KUSNA TURIYA_24618,1207,EDD II ETAWAH,DAKSHINANCHAL
310,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,33KV BHAISAI,UPP40487,T-D,July,2024,0,2404,BHAISAI_24381,2404,EDD II ETAWAH,DAKSHINANCHAL
311,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,132 KV DFCC ITGAON CKT-II,UPGE4123A,T-D,July,2024,74.3,2376.58,,,,
312,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,63 MVA T/F-I,UPP40215,T-D,July,2024,0,12209.4,,,,
313,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,63 MVA T/F-II,UPP40214,T-D,July,2024,0,13902.6,,,,
314,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER HAWAI PATTI,Y0197636,T-D,July,2024,0,880.3,SAHSAR_24817,880,EDD III SAIFAI,DAKSHINANCHAL
315,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER TARAN TAL,Y0197558,T-D,July,2024,0,105765,,,,
316,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER PARASNA,MSP46323,T-D,July,2024,0,1913.4,PARSANA_24760,1912,EDD III SAIFAI,DAKSHINANCHAL
317,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER TRAUMA,MSP46316,T-D,July,2024,0,664.4,,,,
318,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER HEORA,MSP46318,T-D,July,2024,0,1981.2,HEORA_24515,1980,EDD III SAIFAI,DAKSHINANCHAL
319,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER RIMS,MSP46312,T-D,July,2024,0,1287.2,,,,
320,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER SAIFAI-III,MSP46313,T-D,July,2024,0,1218.6,SAIFAI 3_24821,1139,EDD III SAIFAI,DAKSHINANCHAL
321,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER SAIFAI-II,MSP46321,T-D,July,2024,0,1508,SAIFAI 2_24820,1703,EDD III SAIFAI,DAKSHINANCHAL
322,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER SAIFAI-I,MSP46314,T-D,July,2024,0,1795.4,SAIFAI 1_24819,1794,EDD III SAIFAI,DAKSHINANCHAL
323,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER FATEHPURA,MSP46322,T-D,July,2024,0,0,FATEHPURA_24473,1304,EDD III SAIFAI,DAKSHINANCHAL
324,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER DEHULI BERNAHAL,MSP46320,T-D,July,2024,0,4125.2,ASROHI_251723,952,EDD III MAINPURI,DAKSHINANCHAL
,,,,,,,,,,,,BARNAHAL_251723,3173.2,EDD III MAINPURI,DAKSHINANCHAL
326,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER KARHAL,MSP46315,T-D,July,2024,0,0,KARHAL_251723,4407.6,EDD III MAINPURI,DAKSHINANCHAL
,,,,,,,,,,,,KARHAL_251723,4407.6,EDD III MAINPURI,DAKSHINANCHAL
328,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER SIMRAU,7252886,T-D,July,2024,0,4444.8,ANDANI_251723,1031,EDD III MAINPURI,DAKSHINANCHAL
,,,,,,,,,,,,SIMRAU_251723,2230,EDD III MAINPURI,DAKSHINANCHAL
330,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV BUS COUPLER,MSP46319,T-D,July,2024,0,399.4,,,,
331,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,33 KV FEEDER TAKHRAU,Y0197642,T-D,July,2024,0,1674.6,BHUJIYA_251723,1183,EDD III MAINPURI,DAKSHINANCHAL
,,,,,,,,,,,,TAKHRAU_251723,870,EDD III MAINPURI,DAKSHINANCHAL
,,,,,,,,,,,,KURRA_251723,803.18,EDD III MAINPURI,DAKSHINANCHAL
334,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,132 KV DFCC ITGAON CIRCUIT-I,UPGE4121A,T-D,July,2024,42.67,2665.3,,,,
335,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,33KV LAKHNA FEEDER,XB6580791,T-D,July,2024,0,2171.4,,,,
336,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,33KV CHAKARNAGAR FEEDER,XB6580787,T-D,July,2024,0,1645.6,CHAKERNAGAR_24414,1646,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,BHAREH_24382,1646,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,CHAKERNAGAR TEHSEEL_24415,1646,EDD II ETAWAH,DAKSHINANCHAL
339,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,33KV BUS COUPLER FEEDER,XB6580793,T-D,July,2024,0,16,,,,
340,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,33KV HANUMANTPUR FEEDER,XB6569506,T-D,July,2024,0,1397.6,SAHSON HANUMANTPURA_24818,1398,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,BITHOLI KARIAWALI_24405,1398,EDD II ETAWAH,DAKSHINANCHAL
342,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,33KV DHAKATAL FEEDER,XB6580779,T-D,July,2024,0,561.2,DHAKATAL_24453,577,EDD II ETAWAH,DAKSHINANCHAL
343,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,33KV BAKEWR-I FEEDER,XB6580786,T-D,July,2024,0,5860,EKDIL_22232,5860,EDD II ETAWAH,DAKSHINANCHAL
,,,,,,,,,,,,MANIKPUR MOHAN_24655,5860,EDD II ETAWAH,DAKSHINANCHAL
