Sr.No.,Zone,Circle,Division,Substation,DistrictName
267,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,132KV S/S Mauranipur,Jhansi
268,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,132KV S/S MOTH,Jhansi
269,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,765KV S/S GURSARAI(GREEN COR.),Jhansi
270,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,220KV S/S BABINA,Jhansi
271,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,220KV S/S MOTH(UPGRADATION OF 132KV MOTH),Jhansi
272,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,220KV S/S BAMAUR(GREEN COR.),Jhansi
273,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,220KV S/S BANGRA(GREEN COR.),Jhansi
274,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,220KV S/S BADAGAON(GREEN COR.),Jhansi
275,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,132KV S/S MOTH NEW(GREEN COR.),Jhansi
276,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,132KV S/S ERAICH(UPEIDA DEFENCE COR.),Jhansi
277,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,220KV S/S LALITPUR,Lalitpur
278,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,132KV S/S LALITPUR,Lalitpur
279,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,132KV S/S MEHRAUNI,Lalitpur
280,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,220KV S/S JAKHORA(GREEN COR.),Lalitpur
281,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,220KV S/S BIRDHA(GREEN COR.),Lalitpur
282,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,220KV S/S MANDWARA,Lalitpur
283,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,132KV S/S TALBEHAT(GREEN COR.),Lalitpur
284,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,132KV S/S MEHRAUNI(GREEN COR.),Lalitpur
285,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,132KV S/S BARH(GREEN COR.),Lalitpur
286,SOUTH-CENTRAL,ETC Jhansi,ETD Orai,220KV S/S ORAI,Jalaun
287,SOUTH-CENTRAL,ETC Jhansi,ETD Orai,132KV S/S JALAUN,Jalaun
288,SOUTH-CENTRAL,ETC Jhansi,ETD Orai,132KV S/S KALPI,Jalaun
289,SOUTH-CENTRAL,ETC Jhansi,ETD Orai,132KV S/S KONCH,Jalaun
290,SOUTH-CENTRAL,ETC Jhansi,ETD Orai,400KV S/S MAHEBA (GREEN COR.),Jalaun
291,SOUTH-CENTRAL,ETC Jhansi,ETD Orai,220KV S/S RAMPUR(GREEN COR.),Jalaun
292,SOUTH-CENTRAL,ETC Jhansi,ETD Orai,220KV S/S DAKOR(GREEN COR.),Jalaun
293,SOUTH-CENTRAL,ETC Jhansi,ETD Orai,132KV S/S KADAURA(GREEN COR.),Jalaun
294,SOUTH-CENTRAL,ETC Jhansi,ETD Orai,132KV S/S MADHOGARH,Jalaun
295,SOUTH-CENTRAL,ETC Jhansi,ETD Orai,132KV S/S KUTHOND(GREEN COR.),Jalaun
296,SOUTH-CENTRAL,ETC Jhansi,ETD Orai,132 KV S/s Orai,Jalaun
297,SOUTH-EAST,ETC Varanasi-II,ETD Ghazipur,220KV S/S BHADAURA,Ghazipur
298,SOUTH-EAST,ETC Varanasi-II,ETD Ghazipur,220KV S/S GHAZIPUR,Ghazipur
299,SOUTH-EAST,ETC Varanasi-II,ETD Ghazipur,132KV S/S GHAZIPUR,Ghazipur
300,SOUTH-EAST,ETC Varanasi-II,ETD Ghazipur,132KV S/S KASIMABAD,Ghazipur
301,SOUTH-EAST,ETC Varanasi-II,ETD Ghazipur,132KV S/S KUNDESAR,Ghazipur
302,SOUTH-EAST,ETC Varanasi-II,ETD Ghazipur,132KV S/S SADAT,Ghazipur
303,SOUTH-EAST,ETC Varanasi-II,ETD Ghazipur,132KV S/S SAIDPUR,Ghazipur
304,SOUTH-EAST,ETC Varanasi-II,ETD Ghazipur,132KV S/S ZAMANIA,Ghazipur
305,SOUTH-EAST,ETC Varanasi-II,ETD Jaunpur,220KV S/S JAUNPUR,Jaunpur
306,SOUTH-EAST,ETC Varanasi-II,ETD Jaunpur,132KV S/S JAUNPUR,Jaunpur
307,SOUTH-EAST,ETC Varanasi-II,ETD Jaunpur,132KV S/S MACHHALISHAHR,Jaunpur
308,SOUTH-EAST,ETC Varanasi-II,ETD Jaunpur,132KV S/S MARIYAHUN,Jaunpur
309,SOUTH-EAST,ETC Varanasi-II,ETD Jaunpur,132KV S/S MUGRABADSHAHPUR,Jaunpur
310,SOUTH-EAST,ETC Varanasi-II,ETD Jaunpur-II,132KV S/S SHAHGANJ,Jaunpur
311,SOUTH-EAST,ETC Varanasi-II,ETD Jaunpur-II,132KV S/S SIDDIQUEPUR,Jaunpur
312,SOUTH-EAST,ETC Varanasi-II,ETD Jaunpur-II,132KV S/S BADLAPUR,Jaunpur
313,SOUTH-EAST,ETC Varanasi-II,ETD Jaunpur-II,132KV S/S KERAKAT,Jaunpur
314,SOUTH-EAST,ETC Varanasi-II,ETD Jaunpur-II,400KV S/S JAUNPUR,Jaunpur
315,SOUTH-EAST,ETC Mirzapur,ETD Mirzapur,220KV S/S MIRZAPUR,Mirzapur
316,SOUTH-EAST,ETC Mirzapur,ETD Mirzapur,132KV S/S GURUDEV NAGAR,Mirzapur
317,SOUTH-EAST,ETC Mirzapur,ETD Mirzapur,132KV S/S JIGNA,Mirzapur
318,SOUTH-EAST,ETC Mirzapur,ETD Mirzapur,"132KV S/S LALGANJ,MIRZAPUR",Mirzapur
319,SOUTH-EAST,ETC Mirzapur,ETD Mirzapur,132KV S/S MIRZAPUR,Mirzapur
320,SOUTH-EAST,ETC Mirzapur,ETD Mirzapur,132KV S/S CHHANBEY,Mirzapur
321,SOUTH-EAST,ETC Mirzapur,ETD Robertsganj,220KV S/S ROBERTSGANJ,Sonebhadra
322,SOUTH-EAST,ETC Mirzapur,ETD Robertsganj,132KV S/S BINA,Sonebhadra
323,SOUTH-EAST,ETC Mirzapur,ETD Robertsganj,132KV S/S DALA,Sonebhadra
324,SOUTH-EAST,ETC Mirzapur,ETD Robertsganj,132KV S/S ROBERTSGANJ,Sonebhadra
325,SOUTH-EAST,ETC Mirzapur,ETD Robertsganj,132KV S/S PASAHI,Sonebhadra
326,SOUTH-EAST,ETC Mirzapur,ETD Robertsganj,220KV S/S MYOREPUR,Sonebhadra
327,SOUTH-EAST,ETC Mirzapur,"ETD Varanasi -IV, (Bhadhoi)","132KV S/S KACHHWA, MIRZAPUR",Mirzapur
328,SOUTH-EAST,ETC Mirzapur,"ETD Varanasi -IV, (Bhadhoi)",132KV S/S AURAI,Bhadohi
329,SOUTH-EAST,ETC Mirzapur,"ETD Varanasi -IV, (Bhadhoi)",132KV S/S BHADOHI,Bhadohi
330,SOUTH-EAST,ETC Mirzapur,"ETD Varanasi -IV, (Bhadhoi)",132KV S/S CHAURI,Bhadohi
331,SOUTH-EAST,ETC Mirzapur,"ETD Varanasi -IV, (Bhadhoi)",132KV S/S GOPIGANJ,Bhadohi
332,SOUTH-EAST,ETC Mirzapur,"ETD Varanasi -IV, (Bhadhoi)",220KV S/S BHADOHI,Bhadohi
333,SOUTH-EAST,ETC Prayagraj-I,ETD Fatehpur,220KV S/S FATEHPUR,Fatehpur
334,SOUTH-EAST,ETC Prayagraj-I,ETD Fatehpur,132KV S/S HUSAINGANJ,Fatehpur
335,SOUTH-EAST,ETC Prayagraj-I,ETD Fatehpur,132KV S/S BINDAKI,Fatehpur
336,SOUTH-EAST,ETC Prayagraj-I,ETD Fatehpur,132KV S/S JAHANABAD,Fatehpur
337,SOUTH-EAST,ETC Prayagraj-I,ETD Fatehpur,132KV S/S KHAGA,Fatehpur
338,SOUTH-EAST,ETC Prayagraj-I,ETD Fatehpur,132KV S/S MALWAN,Fatehpur
339,SOUTH-EAST,ETC Prayagraj-I,ETD Fatehpur,220KV S/S MALWAN,Fatehpur
340,SOUTH-EAST,ETC Prayagraj-I,ETD Fatehpur,132KV S/S KUNDA,Pratapgarh
341,SOUTH-EAST,ETC Prayagraj-I,ETD Pratapgarh,220KV S/S PRATAPGARH,Pratapgarh
342,SOUTH-EAST,ETC Prayagraj-I,ETD Pratapgarh,132KV S/S BHUPIAMAU PRATAPGARH,Pratapgarh
343,SOUTH-EAST,ETC Prayagraj-I,ETD Pratapgarh,132KV S/S GARWARA,Pratapgarh
344,SOUTH-EAST,ETC Prayagraj-I,ETD Pratapgarh,132KV S/S LALGANJ(PRATAPGARH),Pratapgarh
345,SOUTH-EAST,ETC Prayagraj-I,ETD Pratapgarh,132KV S/S RANIGANJ,Pratapgarh
346,SOUTH-EAST,ETC Prayagraj-I,ETD Pratapgarh,132KV S/S PATTI,Pratapgarh
347,SOUTH-EAST,ETC Prayagraj-I,ETD Pratapgarh,220KV S/S SANGIPUR,Pratapgarh
348,SOUTH-EAST,ETC Prayagraj-I,ETD Pratapgarh,132KV S/S MANDHATA,Pratapgarh
349,SOUTH-EAST,ETC Prayagraj-I,ETD Pratapgarh,132KV Substation KUNDA,Pratapgarh
350,SOUTH-EAST,ETC Prayagraj-I,ETD Prayagraj-I,220KV S/S JHUSI,Prayagraj
351,SOUTH-EAST,ETC Prayagraj-I,ETD Prayagraj-I,220KV S/S PHULPUR,Prayagraj
352,SOUTH-EAST,ETC Prayagraj-I,ETD Prayagraj-I,132KV S/S GYANPUR,Prayagraj
353,SOUTH-EAST,ETC Prayagraj-I,ETD Prayagraj-I,132KV S/S HANDIA,Prayagraj
354,SOUTH-EAST,ETC Prayagraj-I,ETD Prayagraj-I,132KV S/S KAURIHAR,Prayagraj
355,SOUTH-EAST,ETC Prayagraj-I,ETD Prayagraj-I,132KV S/S SAIDABAD,Prayagraj
356,SOUTH-EAST,ETC Prayagraj-I,ETD Prayagraj-I,132KV S/S SORAON,Prayagraj
357,SOUTH-EAST,ETC Prayagraj-I,ETD Prayagraj-I,132 KV JHUNSI,Prayagraj
358,SOUTH-EAST,ETC Prayagraj-II,ETD Kaushambi,220KV S/S SIRATHU,Kaushambi
359,SOUTH-EAST,ETC Prayagraj-II,ETD Kaushambi,132KV S/S BHARWARI,Kaushambi
360,SOUTH-EAST,ETC Prayagraj-II,ETD Kaushambi,132KV S/S MANAURI,Kaushambi
361,SOUTH-EAST,ETC Prayagraj-II,ETD Kaushambi,132KV S/S MANJHANPUR,Kaushambi
362,SOUTH-EAST,ETC Prayagraj-II,ETD Kaushambi,132KV S/S SARAI AKIL,Kaushambi
363,SOUTH-EAST,ETC Prayagraj-II,ETD Kaushambi,132KV S/S SIRATHU,Kaushambi
364,SOUTH-EAST,ETC Prayagraj-II,ETD Prayagraj-II,400KV S/S MASAULI,Prayagraj
365,SOUTH-EAST,ETC Prayagraj-II,ETD Prayagraj-II,220KV S/S CANTT. PRAYAGRAJ,Prayagraj
366,SOUTH-EAST,ETC Prayagraj-II,ETD Prayagraj-II,"220KV S/S REWA ROAD, PRAYAGRAJ",Prayagraj
367,SOUTH-EAST,ETC Prayagraj-II,ETD Prayagraj-II,132KV S/S MINTO PK. PRAYAGRAJ,Prayagraj
368,SOUTH-EAST,ETC Prayagraj-II,ETD Prayagraj-II,"132KV S/S OLD POWER HOUSE,ALLHBAD",Prayagraj
369,SOUTH-EAST,ETC Prayagraj-II,ETD Prayagraj-II,132KV S/S SALAYA KHURD,Prayagraj
370,SOUTH-EAST,ETC Prayagraj-II,ETD Prayagraj-II,132KV S/S TELIARGANJ,Prayagraj
371,SOUTH-EAST,ETC Prayagraj-II,ETD Prayagraj-II,132KV S/S KARELI,Prayagraj
372,SOUTH-EAST,ETC Prayagraj-II,ETD Prayagraj-III,132KV S/S KORAON,Prayagraj
373,SOUTH-EAST,ETC Prayagraj-II,ETD Prayagraj-III,132KV S/S SHANKERGARH,Prayagraj
374,SOUTH-EAST,ETC Prayagraj-II,ETD Prayagraj-III,132KV S/S JARI,Prayagraj
375,SOUTH-EAST,ETC Prayagraj-II,ETD Prayagraj-III,132KV S/S YAMUNA PUMP CANAL,Prayagraj
376,SOUTH-EAST,ETC Prayagraj-II,ETD Prayagraj-III,"132KV S/S NAINI, PRAYAGRAJ-",Prayagraj
377,SOUTH-EAST,ETC Prayagraj-II,ETD Prayagraj-III,132KV S/S KARCHANA-,Prayagraj
378,SOUTH-EAST,ETC Prayagraj-II,ETD Prayagraj-III,132KV S/S MEJA ROAD-,Prayagraj
379,SOUTH-EAST,ETC Prayagraj-II,ETD Prayagraj-III,132KV S/S SALAYAKHURD,Prayagraj
380,SOUTH-EAST,ETC Prayagraj-II,ETD Prayagraj-III,132KV MEJA ROAD-,Prayagraj
381,SOUTH-EAST,ETC Varanasi,400kV S/S Div Sarnath,"400KV S/S SARNATH, VARANASI",Varanasi
382,SOUTH-EAST,ETC Varanasi,ETD Sahupuri,220KV S/S SAHUPURI,Chandauli
383,SOUTH-EAST,ETC Varanasi,ETD Sahupuri,132KV S/S CHAKIA,Chandauli
384,SOUTH-EAST,ETC Varanasi,ETD Sahupuri,132KV S/S CHANDAULI,Chandauli
385,SOUTH-EAST,ETC Varanasi,ETD Sahupuri,132KV S/S DHANAPUR,Chandauli
386,SOUTH-EAST,ETC Varanasi,ETD Sahupuri,132KV S/S MUGALSARAI,Chandauli
387,SOUTH-EAST,ETC Varanasi,ETD Sahupuri,400KV S/S SAHUPURI,Chandauli
388,SOUTH-EAST,ETC Varanasi,ETD Sahupuri,132KV S/S AHRAURA,Mirzapur
389,SOUTH-EAST,ETC Varanasi,ETD Sahupuri,132KV S/S CHUNAR,Mirzapur
390,SOUTH-EAST,ETC Varanasi,ETD Sahupuri,132KV S/S KAZARAHAT,Mirzapur
391,SOUTH-EAST,ETC Varanasi,ETD Sahupuri,132KV S/S NARAINPUR,Mirzapur
392,SOUTH-EAST,ETC Varanasi,ETD Varanasi,220KV S/S BHELUPUR,Varanasi
393,SOUTH-EAST,ETC Varanasi,ETD Varanasi,220KV S/S RAJA KA TALAB,Varanasi
394,SOUTH-EAST,ETC Varanasi,ETD Varanasi,220KV S/S GAZOKHAR,Varanasi
395,SOUTH-EAST,ETC Varanasi,ETD Varanasi,220KV S/S HARAHUA,Varanasi
396,SOUTH-EAST,ETC Varanasi,ETD Varanasi,132KV S/S CHOLAPUR,Varanasi
397,SOUTH-EAST,ETC Varanasi,ETD Varanasi,"132KV S/S B.H.U.,VARANASI",Varanasi
398,SOUTH-EAST,ETC Varanasi,ETD Varanasi,"132KV S/S DLW,VARANASI",Varanasi
399,SOUTH-EAST,ETC Varanasi,ETD Varanasi,132KV S/S KAITHI,Varanasi
400,SOUTH-EAST,ETC Varanasi,ETD Varanasi,132KV S/S KURSATO,Varanasi
401,SOUTH-EAST,ETC Varanasi,ETD Varanasi,132KV S/S RAJA KA TALAB,Varanasi
402,SOUTH-EAST,ETC Varanasi,ETD Varanasi,132KV S/S VARANASI CANTT.,Varanasi
403,SOUTH-EAST,ETC Varanasi,ETD Varanasi,132KV S/S VARANASI(MANDUADIH),Varanasi
404,SOUTH-EAST,ETC Varanasi,ETD Varanasi,132KV S/S VARANASI(SARNATH),Varanasi
405,SOUTH-EAST,ETC Varanasi,ETD Varanasi,132KV S/S ALAIPUR,Varanasi
406,SOUTH-EAST,PPP-SEUPPTCL(SW),PPP-SEUPPTCL,400KV S/S REWA ROAD (PPP),Prayagraj
407,SOUTH-WEST,ETC Agra,400 kV S/S Div. Agra,400KV S/S AGRA,Agra
408,SOUTH-WEST,ETC Agra,400 kV S/S Div. Agra,132KV S/S BARHAN,Agra
409,SOUTH-WEST,ETC Agra,400 kV S/S Div. Agra,132 KV S/S BARHAN,Agra
410,SOUTH-WEST,ETC Agra,"765 kV S/S Div. Fatehabad, Agra","765KV S/S FATEHABAD, AGRA",Agra
411,SOUTH-WEST,ETC Agra,ETD Agra-I,220KV S/S SHAMSHABAD ROAD,Agra
412,SOUTH-WEST,ETC Agra,ETD Agra-I,132KV S/S BHEEMNAGARI,Agra
413,SOUTH-WEST,ETC Agra,ETD Agra-I,132KV S/S FATEHABAD,Agra
414,SOUTH-WEST,ETC Agra,ETD Agra-I,132KV S/S KHERAGARH,Agra
415,SOUTH-WEST,ETC Agra,ETD Agra-I,132KV S/S SHAMSHABAD,Agra
416,SOUTH-WEST,ETC Agra,ETD Agra-I,132KV S/S AGRA(TAJ),Agra
417,SOUTH-WEST,ETC Agra,ETD Agra-I,132KV S/S BODLA,Agra
418,SOUTH-WEST,ETC Agra,ETD Agra-II,"220KV S/S SIKANDRA,AGRA",Agra
419,SOUTH-WEST,ETC Agra,ETD Agra-II,132KV S/S AGRA(CANTT.),Agra
420,SOUTH-WEST,ETC Agra,ETD Agra-II,132KV S/S AGRA(FOUNDARI-NAGAR),Agra
421,SOUTH-WEST,ETC Agra,ETD Agra-II,132KV S/S DAYALBAGH,Agra
422,SOUTH-WEST,ETC Agra,ETD Agra-II,132KV S/S BICHPURI,Agra
423,SOUTH-WEST,ETC Agra,ETD Agra-II,"132 KV substation,bodla,agra",Agra
424,SOUTH-WEST,ETC Agra,ETD Agra-III,220KV S/S BAH,Agra
425,SOUTH-WEST,ETC Agra,ETD Agra-III,132KV S/S ETMADPUR,Agra
426,SOUTH-WEST,ETC Agra,ETD Agra-III,132KV S/S PINAHAT,Agra
427,SOUTH-WEST,ETC Agra,ETD Agra-III,132 KV S/S GWALIOR ROAD,Agra
428,SOUTH-WEST,ETC Agra,ETD Agra-III,"132KV S/S BAH,AGRA",Agra
429,SOUTH-WEST,ETC Agra,ETD Firozabad,220KV S/S TUNDLA,Firozabad
430,SOUTH-WEST,ETC Agra,ETD Firozabad,220KV S/S FIROZABAD,Firozabad
431,SOUTH-WEST,ETC Agra,ETD Firozabad,220KV S/S SIRSAGANJ,Firozabad
432,SOUTH-WEST,ETC Agra,ETD Firozabad,132KV S/S FARIHA,Firozabad
433,SOUTH-WEST,ETC Agra,ETD Firozabad,132KV S/S JASRANA,Firozabad
434,SOUTH-WEST,ETC Agra,ETD Firozabad,132KV S/S NASEERPUR,Firozabad
435,SOUTH-WEST,ETC Agra,ETD Firozabad,132 KV S/S NARKHI,Firozabad
436,SOUTH-WEST,ETC Agra,ETD Firozabad,132KV S/S SHIKOHABAD,Firozabad
437,SOUTH-WEST,ETC Agra,ETD Firozabad,132KV S/S TUNDLA,Firozabad
438,SOUTH-WEST,ETC Aligarh,400 kV Div. Aligarh,400KV S/S ALIGARH,Aligarh
439,SOUTH-WEST,ETC Aligarh,400 kV Div. Aligarh,132KV S/S AKRABAD,Aligarh
440,SOUTH-WEST,ETC Aligarh,400 kV Div. Aligarh,132 KV SUBSTATION GANGIRI,Aligarh
441,SOUTH-WEST,ETC Aligarh,ETD Aligarh-I,220KV S/S BONER,Aligarh
442,SOUTH-WEST,ETC Aligarh,ETD Aligarh-I,220KV S/S KHAIR,Aligarh
443,SOUTH-WEST,ETC Aligarh,ETD Aligarh-I,132KV S/S ALIGARH-1(SARSAUL),Aligarh
444,SOUTH-WEST,ETC Aligarh,ETD Aligarh-I,132KV S/S ALIGARH-2(BONER),Aligarh
445,SOUTH-WEST,ETC Aligarh,ETD Aligarh-I,132KV S/S ALIGARH-3,Aligarh
446,SOUTH-WEST,ETC Aligarh,ETD Aligarh-I,132KV S/S ALIGARH-5,Aligarh
447,SOUTH-WEST,ETC Aligarh,ETD Aligarh-I,132KV S/S IGLAS,Aligarh
448,SOUTH-WEST,ETC Aligarh,ETD Aligarh-I,132KV S/S JATTARI,Aligarh
449,SOUTH-WEST,ETC Aligarh,ETD Aligarh-I,132KV S/S GABANA,Aligarh
450,SOUTH-WEST,ETC Aligarh,ETD Aligarh-I,132/33KV S/S KHAIR,Aligarh
451,SOUTH-WEST,ETC Aligarh,ETD Aligarh-II,220KV S/S SIKANDRA RAO,Hathras
452,SOUTH-WEST,ETC Aligarh,ETD Aligarh-II,132KV S/S SIKANDRA RAO,Hathras
453,SOUTH-WEST,ETC Aligarh,ETD Aligarh-II,132KV S/S HASAYAN,Hathras
454,SOUTH-WEST,ETC Aligarh,ETD Aligarh-II,220KV S/S ATRAULI,Aligarh
455,SOUTH-WEST,ETC Aligarh,ETD Aligarh-II,132KV S/S GANGIRI,Aligarh
456,SOUTH-WEST,ETC Aligarh,ETD Aligarh-II,"132KV S/S ANOOPSHAHR ROAD,ALIGARH",Aligarh
457,SOUTH-WEST,ETC Aligarh,ETD Aligarh-II,220 KV S/S HARDUAGANJ,Aligarh
458,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,220KV S/S MAINPURI,Mainpuri
459,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S DANNAHAR,Mainpuri
460,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S KURAWALI,Mainpuri
461,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S KUSMARA,Mainpuri
462,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S SULTANGANJ,Mainpuri
463,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,220KV S/S ETAH,Etah
464,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,"132KV S/S ALIGANJ,ETAH",Etah
465,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S JALESAR,Etah
466,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S MIRAICHI,Etah
467,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S NIDHAULIKALAN,Etah
468,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,220KV S/S KASGANJ,Kashganj
469,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S GANJ DUNDWARA,Kashganj
470,SOUTH-WEST,ETC Aligarh,ETD Mainpuri,132KV S/S KASHGANJ,Kashganj
471,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220KV S/S PANKI(KANPUR),Kanpur Nagar
472,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",132KV S/S JAWAHARPURAM,Kanpur Nagar
473,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",132 KV S/S ARMAPUR,Kanpur Nagar
474,SOUTH-WEST,ETC Kanpur-I,"220 kV Div. Panki, Kanpur",220 KV SUB-STATION PANKI,Kanpur Nagar
475,SOUTH-WEST,ETC Kanpur-I,"400 kV Div. Panki, Kanpur",400KV S/S PANKI(KANPUR),Kanpur Nagar
476,SOUTH-WEST,ETC Kanpur-I,"400 kV Div. Panki, Kanpur",400 KV S/S PANKI,Kanpur Nagar
477,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S KIDWAINAGAR,Kanpur Nagar
478,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S BITHOOR,Kanpur Nagar
479,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S PHOOLBAGH,Kanpur Nagar
480,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S R.P.H.,Kanpur Nagar
481,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,132KV S/S ARMAPUR,Kanpur Nagar
482,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,132KV S/S BILHAUR,Kanpur Nagar
483,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,132KV S/S DADANAGAR(IND.ESTATE),Kanpur Nagar
484,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,132KV S/S KANPUR(AZADNAGAR),Kanpur Nagar
485,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S SIKANDRA,Kanpur Dehat
486,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,220KV S/S RANIA,Kanpur Dehat
487,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,132KV S/S JAINPUR,Kanpur Dehat
488,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,132KV S/S PUKHRAYAN,Kanpur Dehat
489,SOUTH-WEST,ETC Kanpur-I,ETD Kanpur-I,132KV S/S RASOOLABAD,Kanpur Dehat
490,SOUTH-WEST,ETC Mathura,400 kV S/S Div. Agra (South),400KV S/S AGRA SOUTH (GIS),Agra
491,SOUTH-WEST,ETC Mathura,400 kV S/S Div. Agra (South),132KV S/S FATEHPUR SIKRI GIS,Agra
492,SOUTH-WEST,ETC Mathura,400 kV S/S Div. Agra (South),132KV S/S KIRAWALI,Agra
493,SOUTH-WEST,ETC Mathura,400 kV S/S Div. Agra (South),220KV S/S KIRAWALI-,Agra
494,SOUTH-WEST,ETC Mathura,ETD Hathras,220KV S/S MEETAI HATHRAS,Hathras
495,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S BAMAOLI,Hathras
496,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S ODPURA HATHRAS,Hathras
497,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SADABAD,Hathras
498,SOUTH-WEST,ETC Mathura,ETD Hathras,132KV S/S SASNI,Hathras
499,SOUTH-WEST,ETC Mathura,ETD Mathura,400KV S/S MATH,Mathura
500,SOUTH-WEST,ETC Mathura,ETD Mathura,220KV S/S VRINDAVAN,Mathura
501,SOUTH-WEST,ETC Mathura,ETD Mathura,220KV S/S MATH,Mathura
502,SOUTH-WEST,ETC Mathura,ETD Mathura,220KV S/S GOKUL(MATHURA),Mathura
503,SOUTH-WEST,ETC Mathura,ETD Mathura,220KV S/S CHHATA,Mathura
504,SOUTH-WEST,ETC Mathura,ETD Mathura,132KV S/S KOSIKALAN(UPSIDC),Mathura
505,SOUTH-WEST,ETC Mathura,ETD Mathura,132KV S/S FARAH,Mathura
506,SOUTH-WEST,ETC Mathura,ETD Mathura,132KV S/S KOSIKALAN,Mathura
507,SOUTH-WEST,ETC Mathura,ETD Mathura,132KV S/S MATH,Mathura
508,SOUTH-WEST,ETC Mathura,ETD Mathura,132KV S/S MATHURA,Mathura
509,SOUTH-WEST,ETC Mathura,ETD Mathura,132KV S/S MATHURA-2,Mathura
510,SOUTH-WEST,ETC Mathura,ETD Mathura,132KV S/S SONKH ROAD,Mathura
511,SOUTH-WEST,ETC Mathura,ETD Mathura,132KV S/S VRINDAWAN,Mathura
512,SOUTH-WEST,ETC Mathura,ETD Mathura,132 KV Substation Vrindavan,Mathura
513,SOUTH-WEST,ETC Mathura,ETD Mathura,132 KV Substation Mathura-II,Mathura
514,SOUTH-WEST,ETC Mathura,ETD Mathura,132 KV Substation Sonkh Road,Mathura
515,SOUTH-WEST,ETC Mathura,400KV S/S Division maant,Electricity 400KV S/S Manth (Mathura),Mathura
516,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S AURAIYA,Auraiya
517,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S DIBIYAPUR,Auraiya
518,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S BHARTHANA,Etawah
519,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,220KV S/S SEFAI NEW,Etawah
520,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S BIDHUNA,Auraiya
521,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S CHAKARNAGAR,Etawah
522,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,132KV S/S JASWANTNAGAR,Etawah
523,SOUTH-WEST,ETC Kanpur-II,ETD Etawah,"132KV S/S KUNERA,ETAWAH",Etawah
